COLLEGE,INCOME,OVERAGE,LEFTOVER,HOUSE,HANDSET_PRICE,OVER_15MINS_CALLS_PER_MONTH,AVERAGE_CALL_DURATION,REPORTED_SATISFACTION,REPORTED_USAGE_LEVEL,CONSIDERING_CHANGE_OF_PLAN,LEAVE
zero,113619,40,75,704473,478,3,2,avg,avg,never_thought,LEAVE
zero,113373,48,85,798780,703,4,2,unsat,very_high,actively_looking_into_it,STAY
one,53306,82,18,632825,343,0,2,avg,very_high,actively_looking_into_it,STAY
one,84903,0,34,908873,356,3,1,very_unsat,very_high,never_thought,STAY
zero,40914,0,0,768310,189,1,9,very_sat,very_high,considering,STAY
one,129399,252,0,308741,591,12,1,very_sat,little,no,LEAVE
zero,91953,42,6,232956,318,20,4,very_unsat,high,actively_looking_into_it,STAY
one,102544,0,18,260285,812,0,5,unsat,very_high,considering,STAY
one,27635,0,0,455968,163,10,14,avg,very_little,considering,LEAVE
one,95898,0,52,872965,343,1,2,very_sat,little,actively_looking_into_it,STAY
zero,41552,67,20,257633,216,4,4,very_unsat,very_high,considering,LEAVE
one,120826,0,85,210282,795,1,2,very_unsat,little,considering,STAY
one,23434,176,72,784337,162,10,1,unsat,very_high,actively_looking_into_it,STAY
zero,98306,0,0,894704,130,4,14,very_sat,very_little,considering,STAY
zero,71176,221,0,830061,676,26,15,very_unsat,little,actively_looking_into_it,STAY
zero,57583,181,13,256380,349,25,10,very_unsat,little,considering,STAY
zero,140794,61,24,251464,883,5,5,very_unsat,very_high,never_thought,STAY
one,93691,185,81,221617,287,19,1,very_sat,little,actively_looking_into_it,LEAVE
one,121511,50,75,319428,737,4,4,very_sat,little,actively_looking_into_it,STAY
one,125542,40,17,478893,704,4,6,unsat,little,actively_looking_into_it,STAY
zero,29748,181,0,418993,164,22,12,unsat,little,no,LEAVE
one,79691,80,12,899194,329,3,6,very_unsat,little,considering,STAY
one,65381,200,82,992916,343,28,1,very_unsat,high,never_thought,STAY
zero,114183,0,9,189644,517,0,2,very_unsat,little,actively_looking_into_it,STAY
zero,24498,210,10,652509,131,20,4,unsat,little,considering,STAY
one,88263,0,0,374528,348,1,9,very_unsat,very_high,never_thought,STAY
zero,44158,64,9,447853,131,3,5,avg,very_high,no,STAY
one,120018,162,8,997944,838,22,4,very_sat,high,never_thought,LEAVE
one,94896,0,86,471028,236,1,2,very_unsat,little,actively_looking_into_it,LEAVE
zero,21490,0,14,627191,247,1,5,very_sat,very_little,never_thought,STAY
zero,75899,117,16,915909,258,14,6,unsat,very_high,actively_looking_into_it,STAY
zero,51970,227,5,396966,376,10,11,very_unsat,very_little,considering,STAY
one,41376,50,17,851274,152,5,5,very_sat,very_high,never_thought,STAY
one,145764,0,0,200770,432,3,14,very_unsat,high,considering,STAY
zero,25176,55,0,257196,237,5,15,very_sat,very_high,considering,STAY
one,75754,84,15,445224,180,4,5,very_unsat,very_little,actively_looking_into_it,STAY
zero,106276,243,67,785633,461,15,2,avg,very_little,no,LEAVE
zero,32915,231,35,698155,191,25,2,avg,very_little,actively_looking_into_it,STAY
zero,39082,90,0,250837,208,4,9,very_sat,very_high,actively_looking_into_it,STAY
zero,112977,198,0,636939,829,24,9,unsat,little,actively_looking_into_it,STAY
one,73910,0,42,973039,331,0,2,very_sat,avg,considering,STAY
one,39772,196,82,664490,211,16,1,unsat,very_high,considering,STAY
zero,74534,0,24,597549,825,1,4,unsat,high,no,STAY
one,85585,71,0,415395,322,5,15,avg,very_high,no,STAY
zero,52645,0,38,548394,274,1,1,very_unsat,very_little,actively_looking_into_it,STAY
one,81896,0,6,995366,390,1,6,avg,avg,considering,STAY
zero,57514,65,6,434745,289,3,4,very_unsat,little,actively_looking_into_it,STAY
one,42472,61,0,781088,156,3,9,very_sat,little,considering,STAY
zero,128192,0,21,713494,762,1,4,unsat,very_little,perhaps,LEAVE
one,146675,0,11,333267,451,1,5,sat,little,considering,STAY
one,146771,68,20,844044,379,21,1,very_unsat,little,actively_looking_into_it,STAY
one,37936,169,58,287446,230,23,2,very_sat,little,considering,STAY
zero,94742,65,15,687357,304,3,6,very_unsat,very_high,no,STAY
one,73972,57,41,832454,258,3,1,very_unsat,high,no,STAY
one,33760,66,89,193241,189,3,2,very_sat,very_high,no,LEAVE
zero,156137,0,68,436154,753,0,2,very_sat,very_high,considering,STAY
one,64193,163,19,673676,230,18,4,unsat,little,considering,STAY
zero,53420,22,8,352597,321,4,4,avg,very_high,actively_looking_into_it,STAY
zero,22976,59,0,882252,143,1,10,very_unsat,very_high,actively_looking_into_it,STAY
zero,121779,64,33,909147,525,3,2,very_unsat,high,considering,STAY
zero,74482,59,7,427368,395,3,5,very_sat,very_little,considering,STAY
one,56097,244,0,884690,318,23,14,very_sat,little,no,STAY
one,37809,171,63,714405,372,19,2,very_sat,high,no,STAY
zero,66471,71,0,813682,345,3,13,unsat,very_high,no,STAY
zero,102054,0,0,776684,607,1,11,avg,very_little,actively_looking_into_it,LEAVE
zero,32922,223,0,835399,138,23,15,very_unsat,very_little,actively_looking_into_it,STAY
zero,131282,0,0,167124,726,4,13,avg,little,considering,STAY
one,65268,204,12,908006,280,12,5,very_unsat,very_high,considering,LEAVE
one,53565,0,25,646441,205,1,1,avg,very_high,considering,STAY
one,148574,243,41,784836,192,11,1,very_unsat,very_little,considering,STAY
one,109047,0,12,780788,684,3,6,unsat,little,no,STAY
one,34153,189,0,681746,170,4,11,unsat,little,considering,STAY
one,55685,223,0,714904,341,26,6,avg,very_high,considering,STAY
zero,33753,85,20,901203,169,4,2,avg,little,considering,STAY
one,137542,61,17,840318,828,26,5,very_unsat,little,considering,STAY
zero,85766,39,0,377998,369,4,4,very_sat,little,considering,STAY
zero,96534,202,43,236634,304,22,5,very_unsat,very_high,considering,LEAVE
one,62053,0,14,625836,270,4,15,avg,very_little,no,STAY
zero,116062,69,20,222222,441,3,13,very_unsat,very_high,no,STAY
zero,79037,0,0,458394,299,1,13,very_unsat,little,never_thought,STAY
zero,155027,0,11,835269,644,1,4,very_unsat,high,considering,STAY
one,59034,246,0,885010,331,10,14,very_unsat,little,considering,STAY
zero,34491,247,0,631729,143,22,11,very_sat,very_little,no,STAY
zero,95824,167,19,779500,320,22,5,unsat,little,actively_looking_into_it,STAY
zero,33215,0,22,766463,212,1,5,avg,little,considering,STAY
zero,22303,0,67,477464,227,1,1,very_sat,little,actively_looking_into_it,LEAVE
zero,77042,62,0,209812,333,4,6,sat,little,considering,STAY
zero,137945,0,0,797025,805,0,8,unsat,little,considering,STAY
one,63794,48,24,210859,256,3,5,very_unsat,high,considering,STAY
zero,41893,0,24,819736,173,1,5,unsat,very_high,considering,STAY
one,155615,77,80,530738,633,5,2,unsat,little,no,STAY
zero,78072,47,87,688838,366,3,1,very_sat,very_high,no,STAY
zero,32799,39,0,548785,181,3,13,very_unsat,little,never_thought,STAY
one,97815,158,11,388225,284,12,4,very_sat,little,no,STAY
one,157885,0,35,936483,654,1,1,very_unsat,very_little,no,LEAVE
zero,90470,0,22,259046,298,1,4,unsat,high,considering,STAY
zero,101308,0,0,628265,508,0,10,very_unsat,little,considering,LEAVE
one,42065,228,16,743997,376,28,6,unsat,very_high,actively_looking_into_it,STAY
zero,124035,227,0,262871,501,13,14,very_sat,little,no,LEAVE
one,105899,0,0,345199,693,1,1,unsat,high,no,STAY
zero,22414,0,24,751709,209,1,6,very_unsat,little,actively_looking_into_it,STAY
zero,87322,54,0,418957,316,5,13,very_sat,little,actively_looking_into_it,STAY
zero,154572,0,13,237884,637,4,4,very_unsat,very_high,actively_looking_into_it,STAY
zero,154489,0,8,528814,566,1,5,very_sat,very_high,no,STAY
one,56461,0,0,151139,306,0,5,very_unsat,very_high,never_thought,STAY
one,85165,268,0,764911,754,27,13,unsat,very_high,considering,STAY
one,34784,0,56,221682,214,0,2,very_sat,little,actively_looking_into_it,LEAVE
one,32790,51,24,177702,794,4,4,avg,little,actively_looking_into_it,STAY
zero,35196,50,19,310323,205,5,4,avg,little,considering,STAY
one,107674,159,11,892155,746,28,5,avg,little,actively_looking_into_it,LEAVE
one,45706,250,10,576239,214,26,4,avg,little,considering,LEAVE
one,147701,0,6,411231,464,1,1,avg,very_little,actively_looking_into_it,STAY
zero,155032,181,8,615742,792,29,5,avg,very_little,considering,STAY
zero,124659,0,50,820736,726,0,1,avg,little,perhaps,STAY
zero,107471,57,48,944205,590,5,1,very_unsat,little,actively_looking_into_it,STAY
zero,45949,0,22,160586,342,0,5,very_sat,little,no,STAY
one,82017,38,0,470057,322,0,10,very_sat,very_high,actively_looking_into_it,STAY
one,90085,76,23,222595,338,5,6,sat,very_high,considering,STAY
one,139752,0,13,779753,610,0,14,very_sat,very_little,no,STAY
one,60612,63,45,727205,371,5,5,unsat,little,actively_looking_into_it,STAY
zero,105059,42,24,301880,832,4,14,very_unsat,little,considering,STAY
one,142186,0,0,921750,663,0,13,very_sat,little,considering,STAY
zero,89318,0,0,162233,266,1,12,unsat,very_little,considering,STAY
one,66897,0,24,468319,317,1,5,avg,very_high,actively_looking_into_it,LEAVE
one,92697,162,78,191497,366,14,2,very_unsat,very_high,considering,LEAVE
zero,119364,37,77,848152,898,5,1,very_sat,little,considering,STAY
zero,138133,191,67,540755,833,12,1,very_sat,very_high,no,LEAVE
zero,39804,213,35,181443,737,16,2,sat,very_little,considering,STAY
zero,61790,0,0,431768,300,1,13,very_sat,little,actively_looking_into_it,STAY
one,31915,262,5,544353,187,19,4,avg,little,considering,LEAVE
zero,100065,0,73,172006,323,1,2,sat,little,never_thought,STAY
zero,158762,0,14,205387,748,1,6,avg,high,considering,STAY
one,147823,230,0,588013,373,18,12,very_unsat,high,actively_looking_into_it,LEAVE
zero,41167,61,70,743017,357,5,2,very_unsat,very_high,actively_looking_into_it,STAY
zero,140923,0,12,948889,423,0,5,very_unsat,very_high,considering,STAY
one,58202,221,57,676819,354,0,2,unsat,avg,no,STAY
zero,61791,0,0,990204,360,0,15,unsat,little,no,STAY
zero,64954,168,9,991551,322,22,5,avg,little,considering,STAY
one,131312,0,14,718256,722,1,5,very_sat,very_high,actively_looking_into_it,STAY
zero,23319,0,62,629096,176,0,2,unsat,avg,considering,STAY
zero,60773,191,11,950961,362,29,4,very_unsat,little,no,STAY
zero,34229,182,13,180833,155,5,5,very_unsat,very_high,actively_looking_into_it,LEAVE
one,50399,284,0,789024,379,11,14,unsat,very_high,never_thought,STAY
one,130288,0,34,331266,717,0,2,very_unsat,little,considering,STAY
one,138043,0,25,165792,731,0,2,very_unsat,little,no,LEAVE
one,46423,208,0,781597,155,13,15,unsat,little,considering,STAY
zero,96115,70,5,860016,287,4,6,very_unsat,very_little,considering,STAY
zero,27838,56,12,971009,196,3,6,very_unsat,little,considering,STAY
one,127978,0,58,671591,708,4,1,very_unsat,very_high,no,STAY
zero,57643,0,13,911481,390,0,4,very_sat,avg,no,STAY
zero,152641,0,51,220892,677,3,2,unsat,very_high,considering,STAY
one,21111,0,83,907076,248,0,1,avg,little,considering,STAY
zero,152687,45,61,297507,758,3,2,avg,very_high,never_thought,STAY
zero,81849,80,26,320673,215,4,1,very_unsat,very_high,actively_looking_into_it,LEAVE
one,142428,175,0,375756,473,16,13,sat,little,no,STAY
one,119894,189,0,275896,630,11,9,very_sat,little,considering,LEAVE
zero,82116,277,81,576538,319,24,1,avg,little,considering,STAY
one,137725,0,18,554830,694,0,6,unsat,very_high,never_thought,STAY
zero,138072,0,21,643323,627,0,5,very_unsat,little,considering,STAY
one,88756,0,0,733621,299,0,8,avg,very_little,considering,STAY
zero,46768,0,22,511965,234,1,5,very_sat,very_little,considering,STAY
zero,100790,67,13,564081,644,19,4,very_unsat,very_little,no,STAY
one,112973,43,17,254390,611,0,5,sat,little,considering,LEAVE
zero,83886,0,52,462926,269,1,2,unsat,very_little,actively_looking_into_it,STAY
zero,54724,0,0,221808,383,1,9,very_unsat,very_high,considering,STAY
one,72020,214,14,150731,589,16,6,unsat,very_high,actively_looking_into_it,STAY
zero,21666,195,12,402296,216,16,6,unsat,very_little,perhaps,STAY
one,40994,85,40,870151,241,3,2,very_unsat,very_high,no,STAY
zero,74837,70,33,518608,289,5,2,sat,little,never_thought,LEAVE
zero,99556,54,41,241897,376,5,2,very_unsat,little,considering,STAY
zero,35470,77,0,452221,158,3,9,avg,little,actively_looking_into_it,STAY
one,115506,0,89,957014,351,0,1,very_sat,very_little,no,LEAVE
one,40831,0,33,603002,187,1,2,very_unsat,high,actively_looking_into_it,STAY
one,25134,0,7,697377,162,0,5,very_sat,little,considering,STAY
one,39476,0,46,975301,132,0,2,very_sat,little,actively_looking_into_it,STAY
one,81216,209,0,617016,333,18,11,avg,little,no,STAY
zero,54155,55,0,579949,300,4,9,unsat,very_little,considering,STAY
zero,134392,0,0,489343,510,1,14,very_unsat,very_little,considering,STAY
zero,123831,161,44,263761,721,23,2,avg,very_little,never_thought,LEAVE
one,153617,251,5,231387,687,0,6,unsat,little,considering,STAY
zero,133988,0,24,474006,521,1,6,very_unsat,little,no,STAY
zero,62479,38,0,226829,349,1,14,unsat,very_high,actively_looking_into_it,STAY
one,59458,0,0,815034,315,0,11,unsat,little,perhaps,STAY
one,77816,229,46,618085,388,14,6,very_unsat,little,considering,STAY
one,47900,213,0,933614,205,19,13,very_unsat,little,actively_looking_into_it,STAY
zero,24451,180,79,180003,230,0,2,very_unsat,very_little,considering,STAY
zero,29027,82,6,230195,166,4,6,unsat,little,perhaps,STAY
one,33497,59,0,307843,236,4,12,unsat,avg,considering,LEAVE
zero,73025,199,12,661503,267,26,5,unsat,very_little,considering,STAY
one,64208,56,24,637266,294,4,6,very_sat,very_high,never_thought,STAY
one,53559,218,24,840979,329,29,6,unsat,avg,considering,STAY
zero,60822,188,65,752009,372,16,1,very_unsat,little,no,STAY
one,118333,215,0,932984,319,26,12,very_unsat,very_high,considering,LEAVE
zero,154443,51,0,461754,451,4,11,very_sat,very_little,perhaps,STAY
one,57014,46,7,195007,359,3,5,very_sat,little,considering,STAY
one,30132,216,7,580175,179,29,6,very_unsat,little,perhaps,STAY
one,101447,0,16,315579,886,0,5,unsat,very_high,considering,STAY
one,61392,64,0,559351,223,5,1,very_unsat,little,considering,STAY
zero,140659,192,72,569118,163,28,1,sat,high,actively_looking_into_it,STAY
zero,88453,53,0,698775,346,0,12,avg,very_little,actively_looking_into_it,LEAVE
one,112446,0,10,197195,180,26,10,unsat,little,considering,STAY
one,94037,0,43,275472,263,1,2,avg,very_little,no,STAY
one,37115,48,21,597159,196,5,12,very_sat,little,considering,STAY
one,31473,0,0,808006,233,0,15,very_sat,little,considering,STAY
zero,29613,44,0,712673,164,5,13,sat,high,actively_looking_into_it,STAY
zero,140476,47,20,811316,713,5,6,very_unsat,very_little,considering,STAY
one,150263,135,0,776192,690,14,9,very_sat,little,considering,LEAVE
one,93374,0,10,349495,398,1,5,very_sat,very_little,actively_looking_into_it,STAY
one,120613,88,22,779138,360,3,4,very_sat,very_little,actively_looking_into_it,STAY
zero,158599,154,70,468070,773,24,2,very_unsat,very_high,considering,LEAVE
one,33120,0,0,359443,262,24,13,very_unsat,high,no,LEAVE
zero,155520,0,34,497223,781,1,2,avg,very_little,actively_looking_into_it,STAY
one,58543,0,18,337782,267,0,6,very_sat,very_high,considering,STAY
one,145963,58,0,573173,513,4,11,very_sat,very_high,considering,STAY
one,99680,0,78,226896,295,0,1,very_unsat,little,actively_looking_into_it,STAY
one,30379,0,0,906320,209,1,13,very_unsat,very_little,considering,STAY
zero,157990,67,15,238432,758,4,6,very_unsat,very_high,no,STAY
one,86320,0,0,894630,376,1,11,very_unsat,very_high,considering,STAY
zero,52197,0,15,621101,255,1,11,unsat,little,considering,STAY
one,83781,0,0,619208,699,1,12,very_unsat,very_high,considering,STAY
one,37806,0,5,595651,131,5,5,very_unsat,very_high,considering,LEAVE
one,74771,0,69,747406,269,1,1,very_unsat,little,considering,STAY
zero,30999,50,61,708833,131,5,1,very_sat,very_little,actively_looking_into_it,STAY
zero,54883,0,60,609362,339,1,1,very_unsat,very_high,considering,STAY
one,41822,64,54,276477,191,4,1,unsat,very_little,considering,STAY
one,126312,57,88,157038,833,5,2,unsat,very_high,never_thought,STAY
one,30090,169,52,933507,209,18,1,avg,very_high,actively_looking_into_it,STAY
one,48025,214,16,482088,199,11,6,very_unsat,very_little,considering,STAY
one,31318,0,0,332216,206,0,12,very_sat,little,never_thought,STAY
one,80101,0,24,757619,261,1,5,very_unsat,very_high,perhaps,STAY
one,95269,0,13,807403,263,1,6,very_unsat,very_little,considering,STAY
one,29163,47,53,366127,242,5,2,very_sat,very_little,no,STAY
zero,58642,206,0,625127,340,12,9,very_unsat,very_little,considering,STAY
zero,50547,208,58,465689,362,26,1,very_unsat,very_little,no,LEAVE
one,21909,70,62,203164,184,5,1,very_unsat,very_little,considering,STAY
zero,71343,216,0,881039,300,15,15,very_unsat,very_high,actively_looking_into_it,STAY
zero,120905,65,0,502504,733,4,10,very_unsat,little,no,STAY
one,152845,76,0,771370,674,5,10,very_unsat,very_little,actively_looking_into_it,STAY
one,132579,0,22,431562,647,1,4,avg,little,considering,STAY
zero,22166,193,7,302744,360,27,4,unsat,very_high,no,LEAVE
one,24136,64,14,161689,175,3,5,very_sat,little,no,STAY
one,37094,48,6,162615,169,5,5,very_unsat,little,considering,STAY
one,44238,0,74,444967,192,0,1,very_sat,very_high,never_thought,STAY
zero,24884,0,0,507780,378,11,11,very_sat,little,no,STAY
zero,57804,56,51,166484,250,5,1,very_unsat,very_little,actively_looking_into_it,STAY
zero,71826,213,19,707524,298,1,4,unsat,little,considering,LEAVE
one,32332,0,19,208770,837,0,1,very_sat,little,actively_looking_into_it,STAY
one,111558,0,24,932004,790,0,4,very_sat,little,considering,STAY
one,122123,0,50,438910,893,0,1,very_sat,little,actively_looking_into_it,STAY
zero,38940,35,16,263640,182,3,6,very_unsat,very_little,actively_looking_into_it,STAY
zero,24821,0,0,862119,184,0,15,very_sat,high,no,STAY
one,156866,42,0,818402,811,3,14,very_sat,avg,considering,STAY
one,96540,190,0,303880,282,26,12,unsat,little,actively_looking_into_it,STAY
one,100148,56,58,700949,484,5,1,very_unsat,very_high,considering,STAY
zero,69496,0,12,377123,376,1,4,unsat,little,considering,STAY
zero,21463,236,47,634060,229,3,1,very_sat,little,considering,STAY
one,29380,0,51,623405,235,0,11,very_sat,little,considering,STAY
one,113768,229,0,359058,882,10,14,very_unsat,very_high,considering,LEAVE
one,27556,0,9,868711,163,0,6,very_sat,little,considering,STAY
one,112888,0,0,814984,340,1,14,avg,very_little,never_thought,LEAVE
one,125005,0,0,812151,159,0,10,very_unsat,little,no,LEAVE
one,85692,56,45,441158,305,5,1,unsat,little,considering,STAY
one,36132,0,0,909924,212,0,15,unsat,very_high,considering,STAY
one,123090,51,0,929910,722,4,9,sat,little,considering,STAY
zero,21520,67,87,174287,219,4,2,very_unsat,very_high,never_thought,STAY
one,29800,0,0,181762,184,3,2,very_sat,high,actively_looking_into_it,LEAVE
one,137784,161,0,377752,883,17,13,unsat,very_little,no,LEAVE
one,135636,0,18,529808,705,1,6,sat,very_high,considering,STAY
one,95115,53,43,967703,375,3,2,very_unsat,high,no,STAY
one,81494,0,19,346456,285,0,2,very_unsat,little,actively_looking_into_it,STAY
one,27800,0,35,505998,180,1,1,very_unsat,very_little,no,LEAVE
one,20688,0,0,195231,179,0,9,very_unsat,little,considering,STAY
one,87371,61,5,214626,363,3,4,very_unsat,very_high,actively_looking_into_it,STAY
one,75859,52,0,267357,263,3,11,very_unsat,little,actively_looking_into_it,STAY
one,39568,273,53,248050,240,18,1,avg,high,never_thought,STAY
zero,97260,0,0,695377,335,14,13,very_sat,little,considering,STAY
one,54309,213,15,874772,254,29,5,unsat,very_little,considering,STAY
one,157766,85,0,497299,384,5,13,unsat,very_high,considering,STAY
one,153356,46,26,667796,730,15,1,very_unsat,high,considering,STAY
zero,43208,200,8,893564,144,27,4,sat,high,actively_looking_into_it,STAY
zero,37754,162,19,959963,212,17,4,very_unsat,little,never_thought,STAY
one,121020,0,75,195566,523,0,2,very_sat,very_high,considering,LEAVE
one,131909,43,21,380351,557,4,4,very_sat,very_high,considering,STAY
zero,151267,221,14,897373,726,26,5,very_unsat,little,actively_looking_into_it,LEAVE
one,137597,0,0,549081,655,0,15,very_sat,little,no,LEAVE
one,142012,47,28,369703,853,5,2,very_unsat,little,considering,STAY
zero,73938,46,0,516702,337,3,10,very_unsat,little,no,STAY
one,126904,56,48,273470,799,4,2,very_unsat,very_little,never_thought,LEAVE
zero,85230,62,0,200147,704,5,8,very_unsat,high,considering,LEAVE
zero,70607,0,12,655749,295,1,4,very_unsat,very_high,actively_looking_into_it,STAY
zero,102206,0,89,647007,778,1,2,sat,little,perhaps,STAY
zero,46784,0,71,262241,163,1,2,unsat,very_high,considering,LEAVE
one,108116,212,10,290785,423,19,6,very_unsat,very_little,actively_looking_into_it,STAY
zero,42874,67,74,672388,187,3,2,very_unsat,very_high,never_thought,STAY
zero,47392,67,21,588182,213,5,5,unsat,very_high,no,STAY
one,76557,58,0,449387,358,4,13,very_unsat,very_little,actively_looking_into_it,LEAVE
one,22471,54,0,295996,198,5,11,very_unsat,little,actively_looking_into_it,STAY
zero,58077,0,0,771108,352,0,11,very_unsat,high,considering,LEAVE
zero,24682,72,40,888109,241,5,1,very_unsat,very_little,never_thought,STAY
one,53876,0,0,818639,363,1,5,very_unsat,very_high,actively_looking_into_it,STAY
one,97161,195,0,391137,363,23,12,unsat,very_high,considering,LEAVE
one,126497,0,7,798073,452,1,6,avg,very_little,never_thought,LEAVE
zero,58758,183,76,971364,305,27,1,very_unsat,very_high,considering,STAY
zero,23200,80,6,286051,166,0,4,avg,little,considering,STAY
zero,55828,230,25,673301,317,19,2,very_unsat,very_little,actively_looking_into_it,STAY
one,51241,68,0,372885,299,5,9,very_unsat,high,never_thought,STAY
one,45459,0,72,896413,223,1,2,avg,very_little,actively_looking_into_it,STAY
one,79590,0,24,565685,280,1,6,unsat,very_high,considering,STAY
zero,51800,0,36,579927,395,1,1,unsat,very_little,considering,STAY
zero,34255,214,0,715938,191,4,10,avg,very_high,no,STAY
one,152138,0,24,514355,314,1,4,unsat,little,actively_looking_into_it,STAY
zero,124314,0,0,442653,415,0,8,very_unsat,little,no,STAY
zero,82078,0,0,649075,314,1,9,very_sat,very_high,considering,STAY
one,38598,211,12,278067,217,23,6,sat,little,considering,STAY
zero,72923,81,0,399599,371,3,6,unsat,very_high,never_thought,STAY
one,138272,46,0,495040,588,4,11,very_unsat,very_little,no,STAY
zero,80973,0,0,999893,396,1,12,very_sat,very_high,considering,STAY
zero,30985,0,0,873611,213,0,11,unsat,high,actively_looking_into_it,STAY
one,151687,0,0,712233,733,0,13,very_unsat,very_high,considering,STAY
one,65368,58,0,744018,398,5,8,very_sat,very_high,no,STAY
one,142959,56,0,872929,779,3,14,avg,little,never_thought,STAY
one,118302,0,18,178762,611,1,5,very_sat,very_high,considering,STAY
one,51957,187,0,920018,382,21,8,very_unsat,very_high,considering,STAY
zero,154859,163,0,211169,620,17,12,very_unsat,little,considering,STAY
one,151476,0,0,678817,657,1,12,very_sat,little,perhaps,STAY
one,79170,0,0,446394,381,1,15,sat,very_high,considering,STAY
zero,21909,75,0,617926,230,4,10,sat,little,actively_looking_into_it,STAY
one,82889,76,0,180869,326,3,9,very_sat,little,never_thought,STAY
one,115751,48,15,327369,263,4,4,avg,little,no,LEAVE
zero,86655,0,50,918618,334,0,2,unsat,little,actively_looking_into_it,STAY
one,25676,0,0,645621,190,1,14,avg,very_little,no,STAY
zero,76599,0,21,245021,386,0,5,very_sat,high,considering,STAY
one,94617,69,60,338344,333,24,2,unsat,little,actively_looking_into_it,STAY
zero,157618,77,21,825114,574,5,6,very_sat,little,considering,STAY
one,35604,0,83,541329,235,0,2,very_unsat,little,no,STAY
zero,43076,189,0,236269,157,13,11,very_sat,very_little,considering,LEAVE
one,44687,39,15,567641,235,4,5,very_unsat,little,no,LEAVE
zero,129128,0,18,297571,620,0,5,unsat,high,considering,STAY
one,52106,0,7,329003,289,1,1,avg,very_little,considering,STAY
one,154293,205,0,504025,708,20,2,very_unsat,little,considering,LEAVE
zero,129387,72,64,510075,437,3,2,very_unsat,little,considering,STAY
one,54851,189,13,175966,287,20,4,very_sat,little,actively_looking_into_it,STAY
zero,45106,208,0,614080,133,23,11,very_unsat,very_high,considering,LEAVE
zero,26234,246,0,771050,214,20,12,very_unsat,very_little,never_thought,STAY
zero,91347,0,24,550756,368,1,6,very_unsat,very_high,considering,STAY
zero,110137,48,0,573225,526,3,15,very_unsat,little,considering,STAY
one,56005,154,23,270679,206,0,12,very_unsat,very_little,actively_looking_into_it,LEAVE
one,32348,77,0,327107,188,3,8,very_unsat,little,actively_looking_into_it,STAY
zero,23997,0,0,622894,206,1,10,very_unsat,very_little,considering,STAY
one,20048,46,0,873228,166,5,15,sat,very_high,considering,STAY
one,77951,0,19,184399,659,1,11,very_unsat,little,no,STAY
one,92778,29,0,582102,292,5,14,unsat,high,no,STAY
one,106211,67,16,564948,530,24,5,very_unsat,very_high,actively_looking_into_it,LEAVE
one,116878,0,0,276470,702,0,15,very_unsat,little,never_thought,STAY
zero,64712,0,8,196294,359,0,4,very_unsat,little,never_thought,STAY
zero,94911,0,6,632503,317,0,5,very_unsat,little,no,STAY
zero,24645,46,6,439297,140,5,5,very_sat,very_high,actively_looking_into_it,STAY
one,40530,75,14,457314,248,0,6,unsat,very_little,no,STAY
zero,43843,229,86,192079,160,10,2,very_unsat,very_high,considering,STAY
zero,150220,0,23,564325,670,3,5,very_sat,little,actively_looking_into_it,STAY
one,63334,69,16,845357,393,4,5,very_sat,little,actively_looking_into_it,STAY
one,20728,0,42,860572,242,0,1,avg,very_high,no,LEAVE
zero,107534,78,0,212323,334,4,15,unsat,very_high,never_thought,STAY
zero,153291,57,0,799435,335,5,5,avg,very_high,considering,STAY
one,147977,0,0,194553,507,3,9,very_unsat,avg,never_thought,STAY
one,21530,72,11,711570,153,3,5,very_unsat,very_little,considering,STAY
one,46492,65,0,470755,140,5,12,very_unsat,very_high,considering,LEAVE
zero,157415,235,0,642358,450,21,15,sat,very_high,no,STAY
zero,98664,177,63,199271,250,27,1,sat,high,actively_looking_into_it,STAY
zero,25847,76,15,907784,232,5,5,very_sat,little,considering,STAY
zero,60548,0,0,355341,324,0,11,avg,very_high,considering,STAY
zero,52558,202,0,420256,328,20,9,very_sat,avg,never_thought,LEAVE
one,80828,71,10,214821,377,5,1,unsat,little,no,STAY
one,116852,63,76,816237,531,5,1,unsat,little,no,LEAVE
zero,23859,52,0,866725,161,3,11,very_sat,little,no,LEAVE
one,159125,0,51,812294,739,1,2,very_unsat,little,actively_looking_into_it,LEAVE
one,53488,192,18,366078,295,19,4,avg,high,no,STAY
zero,64403,0,13,168768,348,0,5,unsat,very_high,considering,STAY
one,116191,61,40,355193,473,5,1,very_unsat,high,considering,STAY
zero,82057,198,0,237814,313,14,14,very_unsat,high,actively_looking_into_it,LEAVE
zero,93238,176,0,943342,303,27,14,very_unsat,very_high,no,STAY
one,24509,0,0,181006,167,0,11,very_sat,very_little,actively_looking_into_it,STAY
one,42868,208,5,631570,221,1,5,very_unsat,very_high,considering,STAY
zero,94554,34,18,666881,278,3,4,very_sat,very_little,considering,STAY
zero,46735,55,0,181147,182,3,13,avg,high,considering,LEAVE
zero,93067,63,11,725428,275,24,8,very_sat,very_little,no,STAY
zero,36705,58,69,553550,247,3,1,very_sat,little,considering,LEAVE
zero,25346,56,63,209644,239,5,1,unsat,very_high,considering,LEAVE
one,60839,183,11,810017,367,19,5,very_sat,little,considering,STAY
zero,42267,200,0,611500,226,18,9,avg,little,no,STAY
one,27110,58,45,393866,135,3,2,very_sat,little,actively_looking_into_it,STAY
