Name,Platform,Genre,Rating,Critic_Score,Critic_Count,User_Score,User_Count,Global_Sales
Zero Escape: Zero Time Dilemma,3DS,Adventure,M,81,18,84,72,0.08
Vietcong: Purple Haze,XB,Shooter,M,57,32,83,11,0.08
Far Cry Instincts Evolution,XB,Shooter,M,78,15,62,32,0.08
Blood Drive,PS3,Racing,M,47,11,69,5,0.07
Escape Dead Island,PS3,Action,M,40,25,34,51,0.07
F.E.A.R. 2: Project Origin,PC,Shooter,M,79,49,77,520,0.07
Still Life,XB,Adventure,M,70,29,81,5,0.07
Big Mutha Truckers 2,XB,Racing,M,50,31,33,5,0.07
Divinity II: Ego Draconis,PC,Role-Playing,M,72,43,76,125,0.07
Kengo: Legend of The 9,X360,Fighting,M,38,18,40,14,0.07
Dark Souls III,PC,Role-Playing,M,89,56,85,1848,0.07
Combat: Task Force 121,XB,Shooter,M,44,9,84,4,0.07
Serious Sam: Next Encounter,PS2,Shooter,M,65,27,77,17,0.07
Aqua Teen Hunger Force: Zombie Ninja Pro-Am,PS2,Racing,M,37,19,58,10,0.07
Operation Darkness,X360,Role-Playing,M,46,22,69,21,0.07
Dead Island: Riptide,PC,Action,M,61,35,59,441,0.07
Haunting Ground,PS2,Action,M,67,33,87,44,0.07
Escape Dead Island,X360,Action,M,32,12,37,74,0.07
Operation Flashpoint: Red River,PC,Shooter,M,67,25,48,103,0.07
Silent Hill: Origins,PS2,Action,M,70,21,73,59,0.07
McFarlane's Evil Prophecy,PS2,Action,M,34,28,31,5,0.07
Damnation,X360,Shooter,M,36,39,55,50,0.07
The Guy Game,XB,Misc,M,47,20,53,7,0.07
Colosseum: Road to Freedom,PS2,Role-Playing,M,56,35,82,17,0.07
Target: Terror,Wii,Shooter,M,33,19,26,16,0.07
Spartan: Total Warrior,GC,Action,M,73,24,82,15,0.07
Fable: The Lost Chapters,PC,Role-Playing,M,83,54,86,489,0.07
The Testament of Sherlock Holmes,PC,Adventure,M,73,18,79,128,0.07
Lifeline,PS2,Adventure,M,61,31,76,9,0.07
Inversion,PS3,Shooter,M,56,23,53,43,0.07
Obscure,PS2,Adventure,M,65,27,88,39,0.07
Spawn: Armageddon,GC,Action,M,61,19,71,9,0.07
God Hand,PS2,Action,M,73,48,76,165,0.07
Driver: Parallel Lines,XB,Racing,M,69,31,45,17,0.07
Resident Evil 5,PC,Action,M,86,30,70,597,0.07
Fallout: Brotherhood of Steel,PS2,Role-Playing,M,64,31,40,51,0.07
Full Spectrum Warrior: Ten Hammers,PS2,Strategy,M,71,26,79,5,0.07
Natural Doctrine,PSV,Role-Playing,M,60,7,74,29,0.07
Risen 3: Titan Lords,X360,Role-Playing,M,44,8,43,69,0.06
187: Ride or Die,XB,Racing,M,51,40,68,8,0.06
Kabuki Warriors,XB,Action,M,32,15,24,12,0.06
NanoBreaker,PS2,Action,M,51,38,66,11,0.06
Criminal Girls: Invite Only,PSV,Role-Playing,M,55,31,66,37,0.06
Miami Vice: The Game,PSP,Shooter,M,63,36,69,12,0.06
BMX XXX,GC,Sports,M,60,15,49,7,0.06
Escape from Bug Island,Wii,Action,M,37,13,49,25,0.06
Fist of the North Star: Ken's Rage 2,X360,Fighting,M,55,18,70,20,0.06
Land of the Dead: Road to Fiddler's Green,XB,Shooter,M,32,9,57,10,0.06
Zero Escape: Zero Time Dilemma,PSV,Adventure,M,83,31,82,116,0.06
Steins;Gate,PS3,Adventure,M,83,8,86,51,0.06
Alone in the Dark,PS2,Adventure,M,47,10,53,24,0.06
Earth Defense Force 4.1: The Shadow of New Despair,PS4,Shooter,M,64,40,78,51,0.06
Cold Fear,XB,Action,M,71,41,75,20,0.06
The Technomancer,PS4,Role-Playing,M,60,38,66,116,0.06
Call of Cthulhu: Dark Corners of the Earth,XB,Adventure,M,77,51,80,37,0.06
Unreal Tournament III,PC,Shooter,M,83,41,79,523,0.06
Serious Sam II,XB,Shooter,M,72,34,66,11,0.06
Dead Rising 2: Off the Record,PC,Action,M,66,10,52,54,0.06
The Witcher,PC,Role-Playing,M,81,50,87,1116,0.06
S.T.A.L.K.E.R.: Call of Pripyat,PC,Shooter,M,80,44,86,602,0.06
Devil's Third,WiiU,Action,M,43,54,64,283,0.06
Resident Evil - Code: Veronica X,GC,Action,M,62,16,84,32,0.06
Trapt,PS2,Action,M,60,36,78,14,0.06
Theresia...,DS,Adventure,M,61,6,79,8,0.06
Sacred 2: Fallen Angel,PC,Role-Playing,M,71,41,68,203,0.06
Vampire Rain: Altered Species,PS3,Action,M,30,15,34,36,0.06
Inversion,X360,Shooter,M,53,51,64,72,0.06
Urban Chaos: Riot Response,PS2,Shooter,M,73,35,77,24,0.06
Resident Evil 2,GC,Action,M,59,15,84,31,0.06
Gun Showdown,PSP,Action,M,73,41,75,9,0.06
Constantine,XB,Action,M,60,31,70,17,0.06
Tom Clancy's Splinter Cell: Double Agent,GC,Action,M,64,8,70,7,0.06
S.T.A.L.K.E.R.: Shadow of Chernobyl,PC,Shooter,M,82,44,83,1088,0.06
Tom Clancy's Rainbow Six: Critical Hour,XB,Shooter,M,54,10,35,14,0.06
Remember Me,PC,Action,M,65,26,73,1007,0.06
Ride to Hell,X360,Racing,M,19,14,12,433,0.06
The Saboteur,PC,Action,M,76,20,79,236,0.06
Tom Clancy's Rainbow Six 3,GC,Shooter,M,68,25,81,5,0.06
7 Days to Die,XOne,Action,M,35,17,51,74,0.05
Final Fight: Streetwise,PS2,Action,M,43,36,61,11,0.05
Gladiator: Sword of Vengeance,XB,Action,M,65,25,70,7,0.05
Marc Ecko's Getting Up: Contents Under Pressure,PS2,Action,M,69,39,71,31,0.05
Enemy Front,PS3,Shooter,M,43,12,59,75,0.05
Murdered: Soul Suspect,PC,Action,M,59,22,73,379,0.05
Dead Island Definitive Collection,XOne,Action,M,67,10,48,18,0.05
Hunted: The Demon's Forge,PC,Action,M,61,21,65,127,0.05
Fallout: Brotherhood of Steel,XB,Role-Playing,M,66,33,54,23,0.05
Killing Floor 2 ,PS4,Shooter,M,76,39,79,57,0.05
Mortal Kombat X,PC,Fighting,M,76,10,50,475,0.05
Sacred 3,X360,Role-Playing,M,51,11,40,42,0.05
Operation Flashpoint: Dragon Rising,PC,Shooter,M,76,29,48,539,0.05
Wasteland 2,XOne,Role-Playing,M,77,13,70,56,0.05
MorphX,X360,Shooter,M,33,4,65,15,0.05
The Bureau: XCOM Declassified,PC,Shooter,M,66,45,64,621,0.05
The Typing of the Dead,DC,Shooter,M,83,12,77,12,0.05
Steins;Gate 0,PS4,Adventure,M,81,17,82,29,0.05
Arx Fatalis,XB,Role-Playing,M,71,31,81,6,0.05
Payday 2,PC,Shooter,M,79,51,33,3558,0.05
Saints Row: Gat out of Hell,PS4,Action,M,64,45,56,98,0.05
Singularity,PC,Shooter,M,76,36,76,326,0.05
Crime Life: Gang Wars,XB,Action,M,30,19,33,9,0.05
"Warhammer 40,000: Dawn of War",PC,Strategy,M,86,51,87,295,0.05
Fatal Frame II: Crimson Butterfly Director's Cut,XB,Action,M,84,37,82,16,0.05
Raze's Hell,XB,Shooter,M,71,37,80,8,0.05
Far Cry,PC,Shooter,M,89,72,80,724,0.05
Tom Clancy's Rainbow Six: Lockdown,GC,Shooter,M,72,8,77,5,0.05
Yaiba: Ninja Gaiden Z,X360,Action,M,50,20,52,43,0.05
Company of Heroes,PC,Strategy,M,93,55,87,1128,0.05
Root Letter,PSV,Adventure,M,78,6,77,6,0.05
Wolfenstein,PC,Shooter,M,74,41,72,261,0.05
Resident Evil 6,XOne,Shooter,M,63,12,62,34,0.05
Bad Boys: Miami Takedown,GC,Shooter,M,35,11,19,9,0.05
Mafia,PC,Action,M,88,27,90,863,0.04
Life is Strange,PC,Adventure,M,83,15,85,1620,0.04
Enemy Front,X360,Shooter,M,35,8,57,78,0.04
Corpse Party: Book of Shadows,PSP,Adventure,M,67,23,81,50,0.04
Red Ninja: End of Honor,PS2,Action,M,47,17,49,7,0.04
Outlaw Tennis,XB,Sports,M,66,45,76,6,0.04
Resident Evil 6,PC,Shooter,M,69,18,58,868,0.04
Dead Head Fred,PSP,Action,M,75,30,72,23,0.04
Ride to Hell,PS3,Racing,M,13,4,9,218,0.04
Deadliest Warrior: Ancient Combat,X360,Fighting,M,37,5,62,4,0.04
Company of Heroes: Tales of Valor,PC,Strategy,M,70,42,71,204,0.04
Devil May Cry 4,PC,Action,M,78,21,84,353,0.04
Metal Gear Solid: Digital Graphic Novel,PSP,Misc,M,78,22,71,21,0.04
Company of Heroes: Opposing Fronts,PC,Strategy,M,87,36,85,235,0.04
Resident Evil: Revelations,PC,Action,M,77,12,69,342,0.04
Headhunter: Redemption,PS2,Action,M,62,29,66,7,0.04
Dead Rising,PS4,Action,M,78,6,65,30,0.04
Grand Theft Auto: Vice City,PC,Action,M,94,30,87,1520,0.04
CSI: Fatal Conspiracy,PC,Adventure,M,47,5,54,6,0.04
Resident Evil: Operation Raccoon City,PC,Action,M,48,8,37,188,0.04
Dreamfall: The Longest Journey,XB,Adventure,M,73,42,87,24,0.04
Castlevania: Lords of Shadow 2,PC,Action,M,58,16,76,498,0.04
Halo: Combat Evolved,PC,Shooter,M,83,40,73,396,0.04
Cy Girls,PS2,Action,M,53,28,87,4,0.04
APB Reloaded,PC,Role-Playing,M,56,12,56,269,0.04
C.O.R.E.,DS,Shooter,M,44,16,68,19,0.04
Scarface: The World is Yours,PC,Action,M,73,18,74,57,0.04
Without Warning,PS2,Shooter,M,45,25,64,8,0.04
Saints Row 2,PC,Action,M,72,24,67,380,0.04
Homefront: The Revolution,PC,Shooter,M,54,48,34,284,0.04
RLH: Run Like Hell,XB,Shooter,M,55,22,79,5,0.04
Obscure,XB,Adventure,M,66,29,83,9,0.04
S.T.A.L.K.E.R.: Clear Sky,PC,Shooter,M,75,47,76,478,0.04
Painkiller: Hell Wars,XB,Shooter,M,68,33,73,16,0.04
The Cursed Crusade,PC,Action,M,55,7,59,33,0.03
Hitman: Blood Money,PC,Action,M,82,35,87,528,0.03
Duke Nukem 3D: 20th Anniversary World Tour,PS4,Shooter,M,77,15,68,15,0.03
Alpha Protocol,PC,Role-Playing,M,72,25,74,511,0.03
Red Faction II,GC,Shooter,M,79,12,72,4,0.03
Special Forces: Nemesis Strike,XB,Shooter,M,60,10,64,4,0.03
Call of Juarez: Bound in Blood,PC,Shooter,M,78,39,79,282,0.03
Red Faction: Guerrilla,PC,Shooter,M,82,29,74,308,0.03
Deus Ex: Mankind Divided,PC,Role-Playing,M,83,55,60,684,0.03
Prison Architect,PS4,Action,M,80,18,79,19,0.03
Men of War,PC,Strategy,M,80,22,80,136,0.03
Zero Escape: Virtue's Last Reward,3DS,Adventure,M,88,15,87,188,0.03
Doom,PC,Shooter,M,85,44,81,1796,0.03
Doom 3 BFG Edition,PC,Shooter,M,59,12,52,210,0.03
Lords of the Fallen,PC,Role-Playing,M,73,36,68,583,0.03
Resident Evil 4,PC,Action,M,76,15,73,242,0.03
Max Payne,GBA,Shooter,M,78,33,77,13,0.03
XBLAZE Code: Embryo,PSV,Adventure,M,43,5,73,24,0.03
Warhammer: Mark of Chaos,PC,Strategy,M,73,32,73,57,0.03
Driver: Parallel Lines,Wii,Racing,M,59,9,59,20,0.03
Dead Rising 2,PS4,Action,M,82,4,65,8,0.03
Age of Conan: Rise of the Godslayer,PC,Role-Playing,M,83,14,83,52,0.03
Max Payne 2: The Fall of Max Payne,PC,Shooter,M,86,46,89,802,0.03
The Technomancer,XOne,Role-Playing,M,68,12,73,55,0.03
Divinity II: Flames of Vengeance,PC,Role-Playing,M,72,4,82,15,0.03
Judge Dredd: Dredd Vs Death,PS2,Shooter,M,52,13,52,9,0.03
SWAT 4,PC,Shooter,M,85,49,85,224,0.03
Dungeon Siege II,PC,Role-Playing,M,80,51,78,159,0.03
Serious Sam Advance,GBA,Shooter,M,51,9,71,10,0.02
Total Overdose: A Gunslinger's Tale in Mexico,XB,Shooter,M,71,28,91,27,0.02
Here They Lie,PS4,Adventure,M,62,31,64,36,0.02
Tom Clancy's Rainbow Six: Vegas 2,PC,Shooter,M,78,20,72,185,0.02
Brothers in Arms: Hell's Highway,PC,Shooter,M,79,22,78,130,0.02
Rule of Rose,PS2,Action,M,59,44,85,51,0.02
Serious Sam: Next Encounter,GC,Shooter,M,69,18,83,9,0.02
Left 4 Dead,PC,Shooter,M,89,58,91,3717,0.02
Kuon,PS2,Adventure,M,57,20,76,9,0.02
Indigo Prophecy,PC,Adventure,M,85,41,82,375,0.02
Quake 4,PC,Shooter,M,81,62,75,281,0.02
Max Payne,PC,Shooter,M,89,32,90,1016,0.02
Sniper Elite V2,WiiU,Shooter,M,58,5,57,30,0.02
Legend: Hand of God,PC,Role-Playing,M,57,9,57,19,0.02
Sacred 3,PC,Role-Playing,M,57,47,13,544,0.02
SAW,PC,Action,M,55,6,59,31,0.02
Xblaze: Lost Memories,PS3,Adventure,M,63,4,61,5,0.02
Headhunter: Redemption,XB,Action,M,59,26,67,4,0.02
Chicago Enforcer,XB,Shooter,M,33,9,27,4,0.02
Carmageddon: Max Damage,XOne,Action,M,52,15,70,12,0.02
Stormrise,PC,Strategy,M,42,15,48,22,0.02
Painkiller,PC,Shooter,M,81,62,80,284,0.02
Darksiders: Warmastered Edition,PS4,Action,M,79,9,84,15,0.02
Fist of the North Star: Ken's Rage 2,WiiU,Fighting,M,40,4,57,18,0.02
Hellgate: London,PC,Role-Playing,M,70,40,62,374,0.02
Tom Clancy's Splinter Cell Classic Trilogy HD,PS3,Action,M,67,21,67,29,0.02
Crysis: Warhead,PC,Shooter,M,84,56,78,516,0.02
The Testament of Sherlock Holmes,X360,Adventure,M,64,24,75,30,0.02
Urban Chaos: Riot Response,XB,Shooter,M,72,34,85,9,0.02
Starship Troopers,PC,Shooter,M,46,18,60,29,0.02
Darksiders,PS3,Action,M,82,73,78,319,0.02
Pillars of Eternity,PC,Role-Playing,M,89,71,82,2191,0.02
Legendary,PC,Shooter,M,50,23,65,104,0.02
Red Ninja: End of Honor,XB,Action,M,46,25,39,5,0.02
Chili Con Carnage,PSP,Shooter,M,74,37,81,13,0.02
Prototype: Biohazard Bundle,PS4,Action,M,48,4,19,53,0.02
RoboCop,XB,Shooter,M,30,9,35,12,0.02
Still Life 2,PC,Adventure,M,67,15,56,54,0.02
Without Warning,XB,Shooter,M,45,25,19,5,0.02
Final Fight: Streetwise,XB,Action,M,42,29,39,4,0.02
Dungeons - The Dark Lord,PC,Strategy,M,72,6,55,16,0.02
Divinity: Original Sin,PC,Role-Playing,M,87,59,86,2089,0.02
Unreal Tournament 2004,PC,Shooter,M,93,48,88,537,0.02
Just Cause,PC,Action,M,75,21,72,206,0.02
The Haunted: Hell's Reach,PC,Shooter,M,51,8,75,47,0.02
The Longest Journey,PC,Adventure,M,91,26,88,439,0.02
Judge Dredd: Dredd Vs Death,XB,Shooter,M,57,17,66,7,0.02
Gears of War,PC,Shooter,M,87,36,77,567,0.02
Post Mortem,PC,Adventure,M,71,25,79,28,0.02
Sniper Elite,PC,Shooter,M,76,13,79,142,0.02
Quantum Break,PC,Action,M,66,14,42,539,0.02
Just Cause,PS2,Action,M,67,23,78,41,0.02
Turok,PC,Action,M,65,16,64,55,0.01
Republique,PS4,Action,M,72,35,57,29,0.01
The Last Remnant,PC,Role-Playing,M,66,23,82,240,0.01
Call of Juarez,PC,Shooter,M,72,25,77,223,0.01
Unreal Tournament 2003,PC,Shooter,M,86,27,81,98,0.01
Mortal Kombat: Tournament Edition,GBA,Fighting,M,75,14,80,8,0.01
Darksiders: Warmastered Edition,XOne,Action,M,80,13,78,14,0.01
Grand Theft Auto III,PC,Action,M,93,20,83,805,0.01
The Technomancer,PC,Role-Playing,M,56,34,67,149,0.01
Serious Sam II,PC,Shooter,M,74,31,69,152,0.01
Prototype: Biohazard Bundle,XOne,Action,M,56,4,30,14,0.01
F.E.A.R. Perseus Mandate,PC,Shooter,M,61,27,72,106,0.01
Deus Ex,PC,Role-Playing,M,90,28,92,1069,0.01
TimeShift,PC,Shooter,M,71,30,75,124,0.01
The Chronicles of Riddick: Assault on Dark Athena,PC,Shooter,M,80,26,79,136,0.01
Conflict: Denied Ops,PC,Shooter,M,58,18,47,54,0.01
Inversion,PC,Shooter,M,59,6,66,107,0.01
Carmageddon: Max Damage,PS4,Action,M,51,28,54,39,0.01
Alone in the Dark,PC,Adventure,M,55,19,56,148,0.01
Clive Barker's Jericho,PC,Shooter,M,63,25,74,218,0.01
Saints Row: Gat out of Hell,XOne,Action,M,65,16,59,27,0.01
Legacy of Kain: Defiance,PC,Action,M,70,11,86,67,0.01
Mortal Kombat: Deadly Alliance,GBA,Fighting,M,81,12,87,9,0.01
Metal Gear Solid V: Ground Zeroes,PC,Action,M,80,20,75,412,0.01
Just Dance 4,Wii,Misc,E10+,74,10,72,28,6.76
Kinect Sports,X360,Sports,E10+,73,51,73,95,6.19
Dragon Quest IX: Sentinels of the Starry Skies,DS,Role-Playing,E10+,87,65,87,197,5.78
LEGO Star Wars: The Complete Saga,Wii,Action,E10+,80,17,88,62,5.64
Splatoon,WiiU,Shooter,E10+,81,88,84,1184,4.43
Nintendo Land,WiiU,Misc,E10+,77,61,78,471,4.42
Michael Jackson: The Experience,Wii,Misc,E10+,56,37,82,31,4.36
Kingdom Hearts II,PS2,Role-Playing,E10+,87,64,89,766,4.33
Daxter,PSP,Platform,E10+,85,59,86,109,4.21
The Legend of Zelda: Skyward Sword,Wii,Action,E10+,93,81,79,1958,3.95
Professor Layton and the Diabolical Box,DS,Puzzle,E10+,84,65,87,72,3.94
NBA 2K16,PS4,Sports,E10+,87,51,66,364,3.88
Sports Champions,PS3,Sports,E10+,76,64,78,104,3.84
LEGO Indiana Jones: The Original Adventures,X360,Action,E10+,77,60,74,66,3.76
Midnight Club 3: DUB Edition,PSP,Racing,E10+,74,34,83,31,3.65
Guitar Hero: On Tour,DS,Misc,E10+,71,70,87,29,3.46
LEGO Batman: The Videogame,X360,Action,E10+,76,49,78,75,3.38
The Legend of Zelda: Spirit Tracks,DS,Action,E10+,87,75,77,228,3.31
Professor Layton and the Unwound Future,DS,Puzzle,E10+,86,62,91,111,3.26
LEGO Batman: The Videogame,Wii,Action,E10+,74,17,78,22,3.06
LEGO Batman: The Videogame,DS,Action,E10+,72,16,79,16,3.05
Kung Fu Panda,X360,Action,E10+,75,42,73,32,3.04
Sega Superstars Tennis,X360,Sports,E10+,67,45,67,18,2.89
WarioWare: Smooth Moves,Wii,Puzzle,E10+,83,61,73,179,2.89
Need for Speed: Hot Pursuit,PS3,Racing,E10+,89,59,71,301,2.78
Skylanders: Spyro's Adventure,Wii,Action,E10+,81,11,55,31,2.78
LEGO Star Wars II: The Original Trilogy,PS2,Action,E10+,84,32,89,41,2.69
Professor Layton and the Last Specter,DS,Puzzle,E10+,83,58,86,52,2.67
Mario Strikers Charged,Wii,Sports,E10+,79,47,79,124,2.58
LEGO Star Wars: The Complete Saga,X360,Action,E10+,80,24,73,114,2.57
LittleBigPlanet,PSP,Platform,E10+,87,68,77,98,2.54
Skylanders Giants,Wii,Action,E10+,78,8,69,20,2.52
LEGO Harry Potter: Years 1-4,Wii,Action,E10+,79,13,79,34,2.43
Need for Speed Carbon: Own the City,PSP,Racing,E10+,73,14,78,39,2.42
Need for Speed: ProStreet,PS2,Racing,E10+,62,11,61,34,2.41
Kinect: Disneyland Adventures,X360,Misc,E10+,73,33,28,67,2.35
The Legend of Zelda: Majora's Mask 3D,3DS,Action,E10+,89,82,89,478,2.34
LEGO Indiana Jones: The Original Adventures,Wii,Action,E10+,78,22,65,28,2.34
NBA 2K16,XOne,Sports,E10+,86,14,61,115,2.34
LEGO Star Wars: The Complete Saga,PS3,Action,E10+,80,18,66,87,2.29
LEGO Harry Potter: Years 1-4,DS,Action,E10+,72,7,71,6,2.28
Sonic's Ultimate Genesis Collection,PS3,Misc,E10+,80,35,85,43,2.26
LEGO Marvel Super Heroes,X360,Action,E10+,80,37,75,127,2.22
Need for Speed: Hot Pursuit,X360,Racing,E10+,88,73,69,206,2.2
Scribblenauts,DS,Puzzle,E10+,79,72,75,110,2.16
Sonic Unleashed,Wii,Platform,E10+,66,30,72,136,2.16
Final Fantasy III,DS,Role-Playing,E10+,77,45,70,136,2.08
Portal 2,X360,Shooter,E10+,95,66,84,997,2.08
Need for Speed: Most Wanted 5-1-0,PSP,Racing,E10+,72,21,77,54,2.07
Dance Dance Revolution: Hottest Party,Wii,Simulation,E10+,73,16,70,27,2.07
Kingdom Hearts: Birth by Sleep,PSP,Role-Playing,E10+,82,62,85,208,2.06
Need for Speed: ProStreet,X360,Racing,E10+,72,42,70,78,2.05
Need for Speed: ProStreet,PS3,Racing,E10+,73,26,59,43,2.04
Rayman Raving Rabbids: TV Party,Wii,Misc,E10+,73,24,76,29,2.03
Just Dance 3,X360,Misc,E10+,70,34,76,17,2.02
TouchMaster,DS,Puzzle,E10+,71,19,56,9,2
Kingdom Hearts 358/2 Days,DS,Role-Playing,E10+,75,53,77,162,1.98
Need for Speed Rivals,PS4,Racing,E10+,80,53,61,667,1.98
Hot Shots Golf: Open Tee,PSP,Sports,E10+,81,57,86,34,1.96
Burnout Paradise,PS3,Racing,E10+,87,55,76,455,1.94
LEGO Marvel Super Heroes,PS3,Action,E10+,82,22,78,76,1.84
Rayman Raving Rabbids 2,Wii,Misc,E10+,67,25,82,66,1.83
Dragon Quest Monsters: Joker,DS,Role-Playing,E10+,75,30,73,27,1.76
LEGO Star Wars III: The Clone Wars,Wii,Action,E10+,76,7,76,10,1.76
Dance Dance Revolution X,PS2,Simulation,E10+,55,6,61,6,1.75
Knack,PS4,Platform,E10+,54,83,64,1074,1.73
Portal 2,PS3,Shooter,E10+,95,54,83,937,1.7
Sid Meier's Civilization V,PC,Strategy,E10+,90,70,78,2280,1.68
Shaun White Snowboarding: Road Trip,Wii,Sports,E10+,78,28,86,22,1.66
LEGO Batman 2: DC Super Heroes,X360,Action,E10+,79,59,71,114,1.66
Kirby's Return to Dreamland,Wii,Platform,E10+,77,49,84,156,1.65
Need for Speed Carbon,X360,Racing,E10+,77,52,62,82,1.65
LEGO Marvel Super Heroes,PS4,Action,E10+,83,22,76,262,1.62
Dragon Quest IV: Chapters of the Chosen,DS,Role-Playing,E10+,80,44,78,50,1.62
Kingdom Hearts 3D: Dream Drop Distance,3DS,Action,E10+,75,54,81,267,1.58
Dance Dance Revolution: Hottest Party 2,Wii,Simulation,E10+,69,8,67,6,1.58
Guitar Hero: On Tour Decades,DS,Misc,E10+,72,40,79,5,1.57
Dragon Quest V: Hand of the Heavenly Bride,DS,Role-Playing,E10+,84,46,84,57,1.57
LEGO Pirates of the Caribbean: The Video Game,Wii,Action,E10+,73,14,69,13,1.55
LEGO Harry Potter: Years 1-4,X360,Action,E10+,79,58,79,62,1.55
Go Vacation,Wii,Misc,E10+,64,28,77,13,1.53
Ni no Kuni: Wrath of the White Witch,PS3,Role-Playing,E10+,85,89,85,984,1.51
LEGO Star Wars III: The Clone Wars,X360,Action,E10+,75,43,77,42,1.48
Super Scribblenauts,DS,Puzzle,E10+,81,53,81,46,1.46
SingStar Pop,PS2,Misc,E10+,73,13,74,8,1.44
Disney Infinity,X360,Action,E10+,74,38,64,79,1.44
SimCity (2013),PC,Simulation,E10+,64,75,21,4572,1.42
Sonic's Ultimate Genesis Collection,X360,Misc,E10+,79,45,84,40,1.41
LEGO Star Wars II: The Original Trilogy,PSP,Action,E10+,83,11,85,26,1.4
LEGO Indiana Jones 2: The Adventure Continues,Wii,Action,E10+,72,13,60,14,1.4
Forza Horizon 2,XOne,Racing,E10+,86,85,81,977,1.4
LEGO Indiana Jones: The Original Adventures,PS2,Action,E10+,77,12,83,16,1.37
Final Fantasy XII: Revenant Wings,DS,Role-Playing,E10+,81,44,60,60,1.37
Burnout Paradise,X360,Racing,E10+,88,68,68,279,1.35
Chrono Trigger,DS,Role-Playing,E10+,92,57,88,440,1.34
Donkey Kong Jungle Beat,GC,Platform,E10+,80,49,82,30,1.34
Need for Speed Carbon,PS2,Racing,E10+,74,26,83,60,1.34
Skylanders SWAP Force,X360,Platform,E10+,83,37,56,45,1.32
LEGO Harry Potter: Years 1-4,PS3,Action,E10+,79,42,79,52,1.31
Madagascar,PS2,Platform,E10+,69,25,73,25,1.31
Skylanders Giants,X360,Action,E10+,80,35,65,38,1.3
LEGO Batman: The Videogame,PS3,Action,E10+,75,24,76,33,1.29
LEGO Batman: The Videogame,PSP,Action,E10+,73,5,73,10,1.28
Need for Speed Carbon,Wii,Racing,E10+,67,21,72,26,1.28
The LEGO Movie Videogame,X360,Action,E10+,69,8,71,26,1.27
Kid Icarus: Uprising,3DS,Action,E10+,83,75,86,487,1.27
LEGO Batman: The Videogame,PS2,Action,E10+,77,8,88,17,1.27
Need for Speed Rivals,PS3,Racing,E10+,80,6,48,123,1.27
LEGO Harry Potter: Years 5-7,Wii,Action,E10+,76,8,77,13,1.24
LEGO The Lord of the Rings,X360,Action,E10+,80,49,84,73,1.23
Need for Speed Carbon,PS3,Racing,E10+,75,31,72,42,1.23
Ben 10: Protector of Earth,Wii,Action,E10+,63,6,76,9,1.23
Final Fantasy IV,DS,Simulation,E10+,85,52,76,164,1.21
LEGO Batman 2: DC Super Heroes,PS3,Action,E10+,81,28,74,81,1.19
Just Dance 4,X360,Misc,E10+,77,23,76,36,1.18
LEGO Indiana Jones: The Original Adventures,PSP,Action,E10+,76,8,75,11,1.17
Spore,PC,Strategy,E10+,84,75,52,1711,1.17
LEGO Star Wars III: The Clone Wars,PS3,Action,E10+,76,36,72,34,1.16
Midnight Club 3: DUB Edition Remix,PS2,Racing,E10+,85,19,88,53,1.16
Sonic the Hedgehog,PS3,Platform,E10+,43,17,40,176,1.16
Pokemon Rumble Blast,3DS,Action,E10+,56,36,70,50,1.14
Dance Dance Revolution Extreme 2,PS2,Simulation,E10+,76,27,89,21,1.14
LEGO Star Wars III: The Clone Wars,3DS,Action,E10+,67,25,60,31,1.13
Fantasy Life,3DS,Role-Playing,E10+,73,51,85,209,1.13
Rabbids Go Home,Wii,Platform,E10+,78,50,82,32,1.12
Pikmin 3,WiiU,Strategy,E10+,87,79,86,664,1.11
Plants vs. Zombies,DS,Strategy,E10+,81,23,73,29,1.1
LEGO City Undercover,WiiU,Platform,E10+,80,66,81,283,1.1
Need for Speed: ProStreet,Wii,Racing,E10+,61,16,68,14,1.1
NERF N-Strike,Wii,Shooter,E10+,66,13,43,7,1.09
Sonic and the Black Knight,Wii,Platform,E10+,54,51,68,198,1.09
Namco Museum Battle Collection,PSP,Misc,E10+,73,28,71,9,1.08
Plants vs. Zombies: Garden Warfare,X360,Shooter,E10+,69,6,72,121,1.08
Skylanders Giants,PS3,Action,E10+,77,21,62,18,1.06
Sega Superstars Tennis,Wii,Sports,E10+,71,24,69,16,1.05
LEGO The Lord of the Rings,PS3,Action,E10+,82,16,82,85,1.05
Dance Dance Revolution SuperNOVA,PS2,Simulation,E10+,73,25,86,6,1.04
Sonic the Hedgehog,X360,Platform,E10+,46,38,43,455,1.04
LEGO Pirates of the Caribbean: The Video Game,X360,Action,E10+,73,54,69,31,1.03
Guinness World Records: The Videogame,Wii,Action,E10+,67,12,69,8,1.03
LEGO Indiana Jones: The Original Adventures,PS3,Action,E10+,77,36,76,30,1.03
Sonic Unleashed,PS3,Platform,E10+,54,24,78,130,1.02
Disney Universe,Wii,Action,E10+,61,11,59,5,1.02
Dance on Broadway,Wii,Misc,E10+,48,6,32,4,1.02
LEGO Indiana Jones 2: The Adventure Continues,X360,Action,E10+,71,41,73,25,1.02
Skylanders SWAP Force,PS3,Platform,E10+,83,31,52,33,1.02
Rayman Legends,PS4,Platform,E10+,90,16,84,525,1.01
